C:\Data\IMG\center_2022_03_04_22_41_00_787.jpg; C:\Data\IMG\left_2022_03_04_22_41_00_787.jpg; C:\Data\IMG\right_2022_03_04_22_41_00_787.jpg; -0.1777566;0;0;260.724
C:\Data\IMG\center_2022_03_04_22_41_00_893.jpg; C:\Data\IMG\left_2022_03_04_22_41_00_893.jpg; C:\Data\IMG\right_2022_03_04_22_41_00_893.jpg; -0.1539654;0;0;2.575.357
C:\Data\IMG\center_2022_03_04_22_41_00_999.jpg; C:\Data\IMG\left_2022_03_04_22_41_00_999.jpg; C:\Data\IMG\right_2022_03_04_22_41_00_999.jpg;0;0;0;2.549.349
C:\Data\IMG\center_2022_03_04_22_41_01_107.jpg; C:\Data\IMG\left_2022_03_04_22_41_01_107.jpg; C:\Data\IMG\right_2022_03_04_22_41_01_107.jpg; -0.2752752;0;0;2.521.082
C:\Data\IMG\center_2022_03_04_22_41_01_207.jpg; C:\Data\IMG\left_2022_03_04_22_41_01_207.jpg; C:\Data\IMG\right_2022_03_04_22_41_01_207.jpg; -0.024666;0;0;249.532
C:\Data\IMG\center_2022_03_04_22_41_01_310.jpg; C:\Data\IMG\left_2022_03_04_22_41_01_310.jpg; C:\Data\IMG\right_2022_03_04_22_41_01_310.jpg; -0.2453121;0;0;2.461.876
C:\Data\IMG\center_2022_03_04_22_41_01_412.jpg; C:\Data\IMG\left_2022_03_04_22_41_01_412.jpg; C:\Data\IMG\right_2022_03_04_22_41_01_412.jpg; -0.1108044;0;0;2.437.345
C:\Data\IMG\center_2022_03_04_22_41_01_517.jpg; C:\Data\IMG\left_2022_03_04_22_41_01_517.jpg; C:\Data\IMG\right_2022_03_04_22_41_01_517.jpg; -0.1922964;0;0;2.410.526
C:\Data\IMG\center_2022_03_04_22_41_01_619.jpg; C:\Data\IMG\left_2022_03_04_22_41_01_619.jpg; C:\Data\IMG\right_2022_03_04_22_41_01_619.jpg;0;0;0;2.385.974
C:\Data\IMG\center_2022_03_04_22_41_01_722.jpg; C:\Data\IMG\left_2022_03_04_22_41_01_722.jpg; C:\Data\IMG\right_2022_03_04_22_41_01_722.jpg; -0.1003434;0;0;2.361.563
C:\Data\IMG\center_2022_03_04_22_41_01_823.jpg; C:\Data\IMG\left_2022_03_04_22_41_01_823.jpg; C:\Data\IMG\right_2022_03_04_22_41_01_823.jpg;0;0;0;2.337.645
C:\Data\IMG\center_2022_03_04_22_41_01_927.jpg; C:\Data\IMG\left_2022_03_04_22_41_01_927.jpg; C:\Data\IMG\right_2022_03_04_22_41_01_927.jpg;0;0;0;2.314.059
C:\Data\IMG\center_2022_03_04_22_41_02_028.jpg; C:\Data\IMG\left_2022_03_04_22_41_02_028.jpg; C:\Data\IMG\right_2022_03_04_22_41_02_028.jpg;0;0;0;2.286.176
C:\Data\IMG\center_2022_03_04_22_41_02_132.jpg; C:\Data\IMG\left_2022_03_04_22_41_02_132.jpg; C:\Data\IMG\right_2022_03_04_22_41_02_132.jpg; -0.1263297;0;0;2.262.751
C:\Data\IMG\center_2022_03_04_22_41_02_235.jpg; C:\Data\IMG\left_2022_03_04_22_41_02_235.jpg; C:\Data\IMG\right_2022_03_04_22_41_02_235.jpg; -0.1621545;0;0;223.512
C:\Data\IMG\center_2022_03_04_22_41_02_342.jpg; C:\Data\IMG\left_2022_03_04_22_41_02_342.jpg; C:\Data\IMG\right_2022_03_04_22_41_02_342.jpg; -0.1322169;0;0;221.247
C:\Data\IMG\center_2022_03_04_22_41_02_442.jpg; C:\Data\IMG\left_2022_03_04_22_41_02_442.jpg; C:\Data\IMG\right_2022_03_04_22_41_02_442.jpg; -0.08470531;0;0;218.847
C:\Data\IMG\center_2022_03_04_22_41_02_546.jpg; C:\Data\IMG\left_2022_03_04_22_41_02_546.jpg; C:\Data\IMG\right_2022_03_04_22_41_02_546.jpg; -0.3334236;0;0;2.163.887
C:\Data\IMG\center_2022_03_04_22_41_02_651.jpg; C:\Data\IMG\left_2022_03_04_22_41_02_651.jpg; C:\Data\IMG\right_2022_03_04_22_41_02_651.jpg; -0.06465028;0;0;2.136.604
C:\Data\IMG\center_2022_03_04_22_41_02_756.jpg; C:\Data\IMG\left_2022_03_04_22_41_02_756.jpg; C:\Data\IMG\right_2022_03_04_22_41_02_756.jpg; -0.3817524;0;0;211.195
C:\Data\IMG\center_2022_03_04_22_41_02_858.jpg; C:\Data\IMG\left_2022_03_04_22_41_02_858.jpg; C:\Data\IMG\right_2022_03_04_22_41_02_858.jpg; -0.1026261;0;0;2.090.486
C:\Data\IMG\center_2022_03_04_22_41_02_959.jpg; C:\Data\IMG\left_2022_03_04_22_41_02_959.jpg; C:\Data\IMG\right_2022_03_04_22_41_02_959.jpg;0;0;0;2.068.492
C:\Data\IMG\center_2022_03_04_22_41_03_062.jpg; C:\Data\IMG\left_2022_03_04_22_41_03_062.jpg; C:\Data\IMG\right_2022_03_04_22_41_03_062.jpg;0; 0.2856639;0;2.061.629
C:\Data\IMG\center_2022_03_04_22_41_03_166.jpg; C:\Data\IMG\left_2022_03_04_22_41_03_166.jpg; C:\Data\IMG\right_2022_03_04_22_41_03_166.jpg;0; 0.5684795;0;2.097.611
C:\Data\IMG\center_2022_03_04_22_41_03_273.jpg; C:\Data\IMG\left_2022_03_04_22_41_03_273.jpg; C:\Data\IMG\right_2022_03_04_22_41_03_273.jpg;0; 0.9378942;0;2.184.223
C:\Data\IMG\center_2022_03_04_22_41_03_377.jpg; C:\Data\IMG\left_2022_03_04_22_41_03_377.jpg; C:\Data\IMG\right_2022_03_04_22_41_03_377.jpg;0;1;0;2.278.287
C:\Data\IMG\center_2022_03_04_22_41_03_480.jpg; C:\Data\IMG\left_2022_03_04_22_41_03_480.jpg; C:\Data\IMG\right_2022_03_04_22_41_03_480.jpg;0;1;0;2.378.103
C:\Data\IMG\center_2022_03_04_22_41_03_581.jpg; C:\Data\IMG\left_2022_03_04_22_41_03_581.jpg; C:\Data\IMG\right_2022_03_04_22_41_03_581.jpg;0;1;0;2.474.492
C:\Data\IMG\center_2022_03_04_22_41_03_684.jpg; C:\Data\IMG\left_2022_03_04_22_41_03_684.jpg; C:\Data\IMG\right_2022_03_04_22_41_03_684.jpg;0;1;0;2.570.539
C:\Data\IMG\center_2022_03_04_22_41_03_787.jpg; C:\Data\IMG\left_2022_03_04_22_41_03_787.jpg; C:\Data\IMG\right_2022_03_04_22_41_03_787.jpg;0;1;0;2.665.502
C:\Data\IMG\center_2022_03_04_22_41_03_891.jpg; C:\Data\IMG\left_2022_03_04_22_41_03_891.jpg; C:\Data\IMG\right_2022_03_04_22_41_03_891.jpg;0;1;0;2.778.187
C:\Data\IMG\center_2022_03_04_22_41_03_996.jpg; C:\Data\IMG\left_2022_03_04_22_41_03_996.jpg; C:\Data\IMG\right_2022_03_04_22_41_03_996.jpg;0;1;0;2.871.097
C:\Data\IMG\center_2022_03_04_22_41_04_103.jpg; C:\Data\IMG\left_2022_03_04_22_41_04_103.jpg; C:\Data\IMG\right_2022_03_04_22_41_04_103.jpg; -0.2978955;1;0;2.958.463
C:\Data\IMG\center_2022_03_04_22_41_04_207.jpg; C:\Data\IMG\left_2022_03_04_22_41_04_207.jpg; C:\Data\IMG\right_2022_03_04_22_41_04_207.jpg; -0.007414233;1;0;3.018.978
C:\Data\IMG\center_2022_03_04_22_41_04_308.jpg; C:\Data\IMG\left_2022_03_04_22_41_04_308.jpg; C:\Data\IMG\right_2022_03_04_22_41_04_308.jpg; -0.2563368;1;0;3.017.915
C:\Data\IMG\center_2022_03_04_22_41_04_408.jpg; C:\Data\IMG\left_2022_03_04_22_41_04_408.jpg; C:\Data\IMG\right_2022_03_04_22_41_04_408.jpg; -0.2853333;1;0;3.018.683
C:\Data\IMG\center_2022_03_04_22_41_04_516.jpg; C:\Data\IMG\left_2022_03_04_22_41_04_516.jpg; C:\Data\IMG\right_2022_03_04_22_41_04_516.jpg;0;1;0;3.018.722
C:\Data\IMG\center_2022_03_04_22_41_04_623.jpg; C:\Data\IMG\left_2022_03_04_22_41_04_623.jpg; C:\Data\IMG\right_2022_03_04_22_41_04_623.jpg;0;1;0;3.018.982
C:\Data\IMG\center_2022_03_04_22_41_04_723.jpg; C:\Data\IMG\left_2022_03_04_22_41_04_723.jpg; C:\Data\IMG\right_2022_03_04_22_41_04_723.jpg;0;1;0;3.019.028
C:\Data\IMG\center_2022_03_04_22_41_04_826.jpg; C:\Data\IMG\left_2022_03_04_22_41_04_826.jpg; C:\Data\IMG\right_2022_03_04_22_41_04_826.jpg;0;1;0;3.019.065
C:\Data\IMG\center_2022_03_04_22_41_04_929.jpg; C:\Data\IMG\left_2022_03_04_22_41_04_929.jpg; C:\Data\IMG\right_2022_03_04_22_41_04_929.jpg;0;1;0;3.019.031
C:\Data\IMG\center_2022_03_04_22_41_05_037.jpg; C:\Data\IMG\left_2022_03_04_22_41_05_037.jpg; C:\Data\IMG\right_2022_03_04_22_41_05_037.jpg;0;1;0;3.019.013
C:\Data\IMG\center_2022_03_04_22_41_05_140.jpg; C:\Data\IMG\left_2022_03_04_22_41_05_140.jpg; C:\Data\IMG\right_2022_03_04_22_41_05_140.jpg;0;1;0;3.019.029
C:\Data\IMG\center_2022_03_04_22_41_05_246.jpg; C:\Data\IMG\left_2022_03_04_22_41_05_246.jpg; C:\Data\IMG\right_2022_03_04_22_41_05_246.jpg;0;1;0;3.019.031
C:\Data\IMG\center_2022_03_04_22_41_05_353.jpg; C:\Data\IMG\left_2022_03_04_22_41_05_353.jpg; C:\Data\IMG\right_2022_03_04_22_41_05_353.jpg;0;1;0;3.019.029
C:\Data\IMG\center_2022_03_04_22_41_05_454.jpg; C:\Data\IMG\left_2022_03_04_22_41_05_454.jpg; C:\Data\IMG\right_2022_03_04_22_41_05_454.jpg;0;1;0;301.903
C:\Data\IMG\center_2022_03_04_22_41_05_557.jpg; C:\Data\IMG\left_2022_03_04_22_41_05_557.jpg; C:\Data\IMG\right_2022_03_04_22_41_05_557.jpg;0;1;0;301.903
C:\Data\IMG\center_2022_03_04_22_41_05_663.jpg; C:\Data\IMG\left_2022_03_04_22_41_05_663.jpg; C:\Data\IMG\right_2022_03_04_22_41_05_663.jpg;0;1;0;3.019.028
C:\Data\IMG\center_2022_03_04_22_41_05_763.jpg; C:\Data\IMG\left_2022_03_04_22_41_05_763.jpg; C:\Data\IMG\right_2022_03_04_22_41_05_763.jpg;0;1;0;3.019.024
C:\Data\IMG\center_2022_03_04_22_41_05_869.jpg; C:\Data\IMG\left_2022_03_04_22_41_05_869.jpg; C:\Data\IMG\right_2022_03_04_22_41_05_869.jpg; -0.04821299;1;0;3.018.974
C:\Data\IMG\center_2022_03_04_22_41_05_970.jpg; C:\Data\IMG\left_2022_03_04_22_41_05_970.jpg; C:\Data\IMG\right_2022_03_04_22_41_05_970.jpg; -0.2989641;1;0;3.016.886
C:\Data\IMG\center_2022_03_04_22_41_06_074.jpg; C:\Data\IMG\left_2022_03_04_22_41_06_074.jpg; C:\Data\IMG\right_2022_03_04_22_41_06_074.jpg;0;1;0;3.018.914
C:\Data\IMG\center_2022_03_04_22_41_06_179.jpg; C:\Data\IMG\left_2022_03_04_22_41_06_179.jpg; C:\Data\IMG\right_2022_03_04_22_41_06_179.jpg;0;1;0; 30.19
C:\Data\IMG\center_2022_03_04_22_41_06_282.jpg; C:\Data\IMG\left_2022_03_04_22_41_06_282.jpg; C:\Data\IMG\right_2022_03_04_22_41_06_282.jpg;0;1;0;3.019.027
C:\Data\IMG\center_2022_03_04_22_41_06_386.jpg; C:\Data\IMG\left_2022_03_04_22_41_06_386.jpg; C:\Data\IMG\right_2022_03_04_22_41_06_386.jpg;0;1;0;3.019.027
C:\Data\IMG\center_2022_03_04_22_41_06_487.jpg; C:\Data\IMG\left_2022_03_04_22_41_06_487.jpg; C:\Data\IMG\right_2022_03_04_22_41_06_487.jpg;0;1;0;301.903
C:\Data\IMG\center_2022_03_04_22_41_06_594.jpg; C:\Data\IMG\left_2022_03_04_22_41_06_594.jpg; C:\Data\IMG\right_2022_03_04_22_41_06_594.jpg; -0.268005;1;0;3.017.461
C:\Data\IMG\center_2022_03_04_22_41_06_699.jpg; C:\Data\IMG\left_2022_03_04_22_41_06_699.jpg; C:\Data\IMG\right_2022_03_04_22_41_06_699.jpg;0;1;0;301.888
C:\Data\IMG\center_2022_03_04_22_41_06_801.jpg; C:\Data\IMG\left_2022_03_04_22_41_06_801.jpg; C:\Data\IMG\right_2022_03_04_22_41_06_801.jpg; -0.2821068;1;0;3.017.669
C:\Data\IMG\center_2022_03_04_22_41_06_905.jpg; C:\Data\IMG\left_2022_03_04_22_41_06_905.jpg; C:\Data\IMG\right_2022_03_04_22_41_06_905.jpg; -0.03622888;1;0;3.019.036
C:\Data\IMG\center_2022_03_04_22_41_07_011.jpg; C:\Data\IMG\left_2022_03_04_22_41_07_011.jpg; C:\Data\IMG\right_2022_03_04_22_41_07_011.jpg;0;1;0;3.019.011
C:\Data\IMG\center_2022_03_04_22_41_07_115.jpg; C:\Data\IMG\left_2022_03_04_22_41_07_115.jpg; C:\Data\IMG\right_2022_03_04_22_41_07_115.jpg;0;1;0;3.019.026
